shot,match,tournament,round,date,attacker_team,gk_team,attacker,goalkeeper,goal,missed,saved,shot_order,take_first,FT_goals,neutral_stadium,attacker_home,game_data,additional
1866,180,LI,semi,3-Jun-1992,Newell's,CD America,Eduardo Berizzo,Eduardo Nino,1,0,0,1,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1867,180,LI,semi,3-Jun-1992,Newell's,CD America,Julio Zamora,Eduardo Nino,1,0,0,2,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1868,180,LI,semi,3-Jun-1992,Newell's,CD America,Gustavo Raggio,Eduardo Nino,1,0,0,3,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1869,180,LI,semi,3-Jun-1992,Newell's,CD America,Fernando Gamboa,Eduardo Nino,1,0,0,4,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1870,180,LI,semi,3-Jun-1992,Newell's,CD America,Fabian Garfagnoli,Eduardo Nino,1,0,0,5,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1871,180,LI,semi,3-Jun-1992,Newell's,CD America,Alfredo Berti,Eduardo Nino,1,0,0,6,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1872,180,LI,semi,3-Jun-1992,Newell's,CD America,Mauricio Pochettino,Eduardo Nino,0,1,0,7,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1873,180,LI,semi,3-Jun-1992,Newell's,CD America,Cristian Domizzi,Eduardo Nino,0,1,0,8,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1874,180,LI,semi,3-Jun-1992,Newell's,CD America,Julio Saldana,Eduardo Nino,1,0,0,9,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1875,180,LI,semi,3-Jun-1992,Newell's,CD America,Norberto Scoponi,Eduardo Nino,1,0,0,10,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1876,180,LI,semi,3-Jun-1992,Newell's,CD America,Eduardo Berizzo,Eduardo Nino,1,0,0,11,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1877,180,LI,semi,3-Jun-1992,Newell's,CD America,Julio Zamora,Eduardo Nino,1,0,0,12,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1878,180,LI,semi,3-Jun-1992,Newell's,CD America,Gustavo Raggio,Eduardo Nino,1,0,0,13,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1879,180,LI,semi,3-Jun-1992,CD America,Newell's,Jorge da Silva,Norberto Scoponi,1,0,0,1,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1880,180,LI,semi,3-Jun-1992,CD America,Newell's,Wilson Perez,Norberto Scoponi,1,0,0,2,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1881,180,LI,semi,3-Jun-1992,CD America,Newell's,Orlando Maturana,Norberto Scoponi,1,0,0,3,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1882,180,LI,semi,3-Jun-1992,CD America,Newell's,Freddy Rincon,Norberto Scoponi,1,0,0,4,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1883,180,LI,semi,3-Jun-1992,CD America,Newell's,Sergio Angulo,Norberto Scoponi,1,0,0,5,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1884,180,LI,semi,3-Jun-1992,CD America,Newell's,Alex Escobar,Norberto Scoponi,1,0,0,6,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1885,180,LI,semi,3-Jun-1992,CD America,Newell's,Jorge Bermudez,Norberto Scoponi,0,0,1,7,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1886,180,LI,semi,3-Jun-1992,CD America,Newell's,Jorge Balbis,Norberto Scoponi,0,1,0,8,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1887,180,LI,semi,3-Jun-1992,CD America,Newell's,Eduardo Pimentel,Norberto Scoponi,1,0,0,9,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1888,180,LI,semi,3-Jun-1992,CD America,Newell's,Eduardo Nino,Norberto Scoponi,1,0,0,10,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1889,180,LI,semi,3-Jun-1992,CD America,Newell's,Jorge da Silva,Norberto Scoponi,1,0,0,11,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1890,180,LI,semi,3-Jun-1992,CD America,Newell's,Wilson Perez,Norberto Scoponi,1,0,0,12,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1891,180,LI,semi,3-Jun-1992,CD America,Newell's,Orlando Maturana,Norberto Scoponi,0,0,1,13,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295433,
1892,181,LI,final,17-Jun-1992,Newell's,Sao Paolo,Eduardo Berizzo,Zetti,0,1,0,1,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295435,
1893,181,LI,final,17-Jun-1992,Newell's,Sao Paolo,Julio Zamora,Zetti,1,0,0,2,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295435,
1894,181,LI,final,17-Jun-1992,Newell's,Sao Paolo,Juan Manuel Llop,Zetti,1,0,0,3,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295435,
1895,181,LI,final,17-Jun-1992,Newell's,Sao Paolo,Alfredo Mendoza,Zetti,0,1,0,4,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295435,
1896,181,LI,final,17-Jun-1992,Newell's,Sao Paolo,Fernando Gamboa,Zetti,0,1,0,5,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295435,
1897,181,LI,final,17-Jun-1992,Sao Paolo,Newell's,Rai,Norberto Scoponi,1,0,0,1,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295435,
1898,181,LI,final,17-Jun-1992,Sao Paolo,Newell's,Ivan Rocha,Norberto Scoponi,1,0,0,2,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295435,
1899,181,LI,final,17-Jun-1992,Sao Paolo,Newell's,Ronaldao,Norberto Scoponi,0,1,0,3,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295435,
1900,181,LI,final,17-Jun-1992,Sao Paolo,Newell's,Cafu,Norberto Scoponi,1,0,0,4,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295435,
1901,182,LI,quarter,28-Apr-1993,Cerro Porteno,Olimpia,Faryd Mondragon,Sergio Goycochea,1,0,0,1,1,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295559,
1902,182,LI,quarter,28-Apr-1993,Cerro Porteno,Olimpia,Francisco Arce,Sergio Goycochea,1,0,0,2,1,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295559,
1903,182,LI,quarter,28-Apr-1993,Cerro Porteno,Olimpia,Dida,Sergio Goycochea,0,0,1,3,1,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295559,
1904,182,LI,quarter,28-Apr-1993,Cerro Porteno,Olimpia,Balu,Sergio Goycochea,1,0,0,4,1,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295559,
1905,182,LI,quarter,28-Apr-1993,Cerro Porteno,Olimpia,Blas Cristaldo,Sergio Goycochea,1,0,0,5,1,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295559,
1906,182,LI,quarter,28-Apr-1993,Olimpia,Cerro Porteno,Cesar Castro,Faryd Mondragon,1,0,0,1,0,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295559,
1907,182,LI,quarter,28-Apr-1993,Olimpia,Cerro Porteno,Gabriel Gonzalez,Faryd Mondragon,1,0,0,2,0,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295559,
1908,182,LI,quarter,28-Apr-1993,Olimpia,Cerro Porteno,Luis Monzon,Faryd Mondragon,0,1,0,3,0,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295559,
1909,182,LI,quarter,28-Apr-1993,Olimpia,Cerro Porteno,Silvio Suarez,Faryd Mondragon,0,0,1,4,0,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295559,
1910,183,LI,last16,27-Apr-1994,Colo Colo,Junior FC,Ricardo Gonzalez,Jose Pazo,0,1,0,1,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295665,
1911,183,LI,last16,27-Apr-1994,Colo Colo,Junior FC,Toninho,Jose Pazo,1,0,0,2,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295665,
1912,183,LI,last16,27-Apr-1994,Colo Colo,Junior FC,Javier Baena,Jose Pazo,1,0,0,3,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295665,
1913,183,LI,last16,27-Apr-1994,Colo Colo,Junior FC,Jorge Contreras,Jose Pazo,1,0,0,4,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295665,
1914,183,LI,last16,27-Apr-1994,Colo Colo,Junior FC,Eduardo Vilches,Jose Pazo,0,1,0,5,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295665,
1915,183,LI,last16,27-Apr-1994,Colo Colo,Junior FC,Ricardo Gonzalez,Jose Pazo,0,1,0,6,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295665,
1916,183,LI,last16,27-Apr-1994,Junior FC,Colo Colo,Ivan Valenciano,Daniel Moron,1,0,0,1,0,2,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295665,
1917,183,LI,last16,27-Apr-1994,Junior FC,Colo Colo,Miguel Angel Guerrero,Daniel Moron,1,0,0,2,0,2,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295665,
1918,183,LI,last16,27-Apr-1994,Junior FC,Colo Colo,Carlos Valderrama,Daniel Moron,1,0,0,3,0,2,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295665,
1919,183,LI,last16,27-Apr-1994,Junior FC,Colo Colo,Hector Mendez,Daniel Moron,1,0,0,4,0,2,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295665,
1920,183,LI,last16,27-Apr-1994,Junior FC,Colo Colo,Francisco Cassiani,Daniel Moron,0,1,0,5,0,2,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295665,
1921,184,LI,last16,27-Apr-1994,CS Emelec,Minerven,Edu Manga,Gilberto Angelucci,1,0,0,1,1,3,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295663,
1922,184,LI,last16,27-Apr-1994,CS Emelec,Minerven,Ivo Ron,Gilberto Angelucci,1,0,0,2,1,3,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295663,
1923,184,LI,last16,27-Apr-1994,CS Emelec,Minerven,Walter Pico,Gilberto Angelucci,0,1,0,3,1,3,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295663,
1924,184,LI,last16,27-Apr-1994,CS Emelec,Minerven,Marcelo Morales,Gilberto Angelucci,0,1,0,4,1,3,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295663,
1925,184,LI,last16,27-Apr-1994,Minerven,CS Emelec,Edson Tortolero,Jacinto Espinoza,1,0,0,1,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295663,
1926,184,LI,last16,27-Apr-1994,Minerven,CS Emelec,Stalin Rivas,Jacinto Espinoza,1,0,0,2,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295663,
1927,184,LI,last16,27-Apr-1994,Minerven,CS Emelec,Dario Erramuspe,Jacinto Espinoza,1,0,0,3,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295663,
1928,184,LI,last16,27-Apr-1994,Minerven,CS Emelec,Eleazar Garcia,Jacinto Espinoza,1,0,0,4,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295663,
1929,185,LI,last16,27-Apr-1994,Velez Sarsfield,Defensor,Roberto Trotta,Claudio Arbiza,1,0,0,1,1,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295661,
1930,185,LI,last16,27-Apr-1994,Velez Sarsfield,Defensor,Jose Luis Chilavert,Claudio Arbiza,1,0,0,2,1,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295661,
1931,185,LI,last16,27-Apr-1994,Velez Sarsfield,Defensor,Hector Almandoz,Claudio Arbiza,1,0,0,3,1,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295661,
1932,185,LI,last16,27-Apr-1994,Velez Sarsfield,Defensor,Turu Flores,Claudio Arbiza,1,0,0,4,1,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295661,
1933,185,LI,last16,27-Apr-1994,Velez Sarsfield,Defensor,Esteban Gonzalez,Claudio Arbiza,0,1,0,5,1,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295661,
1934,185,LI,last16,27-Apr-1994,Defensor,Velez Sarsfield,Jose Chilelli,Jose Luis Chilavert,1,0,0,1,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295661,
1935,185,LI,last16,27-Apr-1994,Defensor,Velez Sarsfield,Juan de Lima,Jose Luis Chilavert,1,0,0,2,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295661,
1936,185,LI,last16,27-Apr-1994,Defensor,Velez Sarsfield,Enrique Saravia,Jose Luis Chilavert,1,0,0,3,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295661,
1937,185,LI,last16,27-Apr-1994,Defensor,Velez Sarsfield,Guillermo Almada,Jose Luis Chilavert,0,0,1,4,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295661,
1938,185,LI,last16,27-Apr-1994,Defensor,Velez Sarsfield,Ruben dos Santos,Jose Luis Chilavert,0,0,1,5,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295661,
1939,186,LI,semi,17-Aug-1994,Velez Sarsfield,Junior FC,,Jose Pazo,,,,,,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295685,
1940,186,LI,semi,17-Aug-1994,Junior FC,Velez Sarsfield,,Jose Luis Chilavert,,,,,,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295685,
1941,187,LI,semi,17-Aug-1994,Sao Paolo,Olimpia,Palhinha,Jorge Battaglia,0,1,0,1,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295683,
1942,187,LI,semi,17-Aug-1994,Sao Paolo,Olimpia,Muller,Jorge Battaglia,1,0,0,2,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295683,
1943,187,LI,semi,17-Aug-1994,Sao Paolo,Olimpia,Andre Luiz,Jorge Battaglia,1,0,0,3,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295683,
1944,187,LI,semi,17-Aug-1994,Sao Paolo,Olimpia,Euller,Jorge Battaglia,1,0,0,4,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295683,
1945,187,LI,semi,17-Aug-1994,Sao Paolo,Olimpia,Gilmar,Jorge Battaglia,1,0,0,5,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295683,
1946,187,LI,semi,17-Aug-1994,Olimpia,Sao Paolo,Jose Saturnino Cardozo,Zetti,1,0,0,1,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295683,
1947,187,LI,semi,17-Aug-1994,Olimpia,Sao Paolo,Gustavo Sotelo,Zetti,1,0,0,2,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295683,
1948,187,LI,semi,17-Aug-1994,Olimpia,Sao Paolo,Vidal Sanabria,Zetti,0,1,0,3,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295683,
1949,187,LI,semi,17-Aug-1994,Olimpia,Sao Paolo,Miguel Angel Sanabria,Zetti,1,0,0,4,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295683,
1950,187,LI,semi,17-Aug-1994,Olimpia,Sao Paolo,Jorge Luis Campos,Zetti,0,1,0,5,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295683,
1951,188,LI,final,31-Aug-1994,Velez Sarsfield,Sao Paolo,Roberto Trotta,Zetti,1,0,0,1,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295687,
1952,188,LI,final,31-Aug-1994,Velez Sarsfield,Sao Paolo,Jose Luis Chilavert,Zetti,1,0,0,2,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295687,
1953,188,LI,final,31-Aug-1994,Velez Sarsfield,Sao Paolo,Flavio Gabriel Zandona,Zetti,1,0,0,3,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295687,
1954,188,LI,final,31-Aug-1994,Velez Sarsfield,Sao Paolo,Hector Almandoz,Zetti,1,0,0,4,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295687,
1955,188,LI,final,31-Aug-1994,Velez Sarsfield,Sao Paolo,Roberto Pompei,Zetti,1,0,0,5,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295687,
1956,188,LI,final,31-Aug-1994,Sao Paolo,Velez Sarsfield,Palhinha,Jose Luis Chilavert,0,0,1,1,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295687,
1957,188,LI,final,31-Aug-1994,Sao Paolo,Velez Sarsfield,Andre Luiz,Jose Luis Chilavert,1,0,0,2,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295687,
1958,188,LI,final,31-Aug-1994,Sao Paolo,Velez Sarsfield,Muller,Jose Luis Chilavert,1,0,0,3,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295687,
1959,188,LI,final,31-Aug-1994,Sao Paolo,Velez Sarsfield,Euller,Jose Luis Chilavert,1,0,0,4,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295687,
1960,189,LI,last16,3-May-1995,Cerro Porteno,CS Emelec,Juan Carlos Villamayor,Alex Cevallos,1,0,0,1,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295812,
1961,189,LI,last16,3-May-1995,Cerro Porteno,CS Emelec,Lilio Torales,Alex Cevallos,1,0,0,2,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295812,
1962,189,LI,last16,3-May-1995,Cerro Porteno,CS Emelec,Casiano Delvalle,Alex Cevallos,1,0,0,3,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295812,
1963,189,LI,last16,3-May-1995,Cerro Porteno,CS Emelec,Carlos Gamarra,Alex Cevallos,1,0,0,4,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295812,
1964,189,LI,last16,3-May-1995,Cerro Porteno,CS Emelec,Virgilio Ferreira,Alex Cevallos,0,1,0,5,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295812,
1965,189,LI,last16,3-May-1995,CS Emelec,Cerro Porteno,Antonio Gonzalez,Roberto Fernandez,1,0,0,1,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295812,
1966,189,LI,last16,3-May-1995,CS Emelec,Cerro Porteno,Ivo Ron,Roberto Fernandez,1,0,0,2,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295812,
1967,189,LI,last16,3-May-1995,CS Emelec,Cerro Porteno,Augusto Poroso,Roberto Fernandez,1,0,0,3,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295812,
1968,189,LI,last16,3-May-1995,CS Emelec,Cerro Porteno,Kleber Fajardo,Roberto Fernandez,1,0,0,4,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295812,
1969,189,LI,last16,3-May-1995,CS Emelec,Cerro Porteno,Ivan Hurtado,Roberto Fernandez,1,0,0,5,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295812,
1970,190,LI,quarter,2-Aug-1995,River Plate,Velez Sarsfield,Marcelo Gallardo,Jose Luis Chilavert,1,0,0,1,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295814,
1971,190,LI,quarter,2-Aug-1995,River Plate,Velez Sarsfield,Hernan Diaz,Jose Luis Chilavert,1,0,0,2,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295814,
1972,190,LI,quarter,2-Aug-1995,River Plate,Velez Sarsfield,Ariel Ortega,Jose Luis Chilavert,1,0,0,3,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295814,
1973,190,LI,quarter,2-Aug-1995,River Plate,Velez Sarsfield,Gaby Amato,Jose Luis Chilavert,1,0,0,4,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295814,
1974,190,LI,quarter,2-Aug-1995,River Plate,Velez Sarsfield,Gabriel Cedres,Jose Luis Chilavert,1,0,0,5,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295814,
1975,190,LI,quarter,2-Aug-1995,Velez Sarsfield,River Plate,Roberto Trotta,German Burgos,1,0,0,1,0,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295814,
1976,190,LI,quarter,2-Aug-1995,Velez Sarsfield,River Plate,Jose Luis Chilavert,German Burgos,1,0,0,2,0,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295814,
1977,190,LI,quarter,2-Aug-1995,Velez Sarsfield,River Plate,Flavio Gabriel Zandona,German Burgos,0,1,0,3,0,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295814,
1978,190,LI,quarter,2-Aug-1995,Velez Sarsfield,River Plate,Marcelo Herrera,German Burgos,1,0,0,4,0,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295814,
1979,191,LI,semi,17-Aug-1995,River Plate,Atletico Nacional,Marcelo Gallardo,Rene Higuita,1,0,0,1,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295822,
1980,191,LI,semi,17-Aug-1995,River Plate,Atletico Nacional,Hernan Diaz,Rene Higuita,1,0,0,2,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295822,
1981,191,LI,semi,18-Aug-1995,River Plate,Atletico Nacional,Ariel Ortega,Rene Higuita,1,0,0,3,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295822,
1982,191,LI,semi,19-Aug-1995,River Plate,Atletico Nacional,Gaby Amato,Rene Higuita,1,0,0,4,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295822,
1983,191,LI,semi,20-Aug-1995,River Plate,Atletico Nacional,Gabriel Cedres,Rene Higuita,1,0,0,5,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295822,
1984,191,LI,semi,21-Aug-1995,River Plate,Atletico Nacional,Celso Ayala,Rene Higuita,1,0,0,6,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295822,
1985,191,LI,semi,22-Aug-1995,River Plate,Atletico Nacional,Leonardo Astrada,Rene Higuita,1,0,0,7,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295822,
1986,191,LI,semi,23-Aug-1995,River Plate,Atletico Nacional,Matias Almeyda,Rene Higuita,0,1,0,8,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295822,
1987,191,LI,semi,24-Aug-1995,Atletico Nacional,River Plate,Rene Higuita,German Burgos,1,0,0,1,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295822,
1988,191,LI,semi,25-Aug-1995,Atletico Nacional,River Plate,Jaime Pabon,German Burgos,1,0,0,2,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295822,
1989,191,LI,semi,26-Aug-1995,Atletico Nacional,River Plate,Carlos Enrique Gutierrez,German Burgos,1,0,0,3,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295822,
1990,191,LI,semi,27-Aug-1995,Atletico Nacional,River Plate,Francisco Mosquera,German Burgos,1,0,0,4,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295822,
1991,191,LI,semi,28-Aug-1995,Atletico Nacional,River Plate,Mauricio Serna,German Burgos,1,0,0,5,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295822,
1992,191,LI,semi,29-Aug-1995,Atletico Nacional,River Plate,Alexis Garcia,German Burgos,1,0,0,6,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295822,
1993,191,LI,semi,30-Aug-1995,Atletico Nacional,River Plate,Jose Santa,German Burgos,1,0,0,7,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295822,
1994,191,LI,semi,31-Aug-1995,Atletico Nacional,River Plate,Francisco Foronda,German Burgos,1,0,0,8,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3295822,
1995,192,LI,last16,8-May-1996,Barcelona SC,GV San Jose,Gilson de Souza,Dario Rojas,1,0,0,1,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296026,
1996,192,LI,last16,8-May-1996,Barcelona SC,GV San Jose,Manuel Uquillas,Dario Rojas,1,0,0,2,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296026,
1997,192,LI,last16,8-May-1996,Barcelona SC,GV San Jose,Nestor Villareal,Dario Rojas,0,1,0,3,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296026,
1998,192,LI,last16,8-May-1996,Barcelona SC,GV San Jose,Albeiro Usuriaga,Dario Rojas,1,0,0,4,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296026,
1999,192,LI,last16,8-May-1996,Barcelona SC,GV San Jose,Carlos Morales,Dario Rojas,1,0,0,5,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296026,
2000,192,LI,last16,8-May-1996,GV San Jose,Barcelona SC,Roly Paniagua,Carlos Morales,1,0,0,1,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296026,
2001,192,LI,last16,8-May-1996,GV San Jose,Barcelona SC,Eduardo Villegas,Carlos Morales,1,0,0,2,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296026,
2002,192,LI,last16,8-May-1996,GV San Jose,Barcelona SC,Marco Herrera,Carlos Morales,0,1,0,3,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296026,
2003,192,LI,last16,8-May-1996,GV San Jose,Barcelona SC,Juan Carlos Daza,Carlos Morales,0,0,1,4,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296026,
2004,193,LI,last16,10-May-1996,Universidad de Chile,Defensor,Leonardo Rodriguez,Leonardo Romay,1,0,0,1,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296028,
2005,193,LI,last16,10-May-1996,Universidad de Chile,Defensor,Pablo Galdames,Leonardo Romay,0,0,1,2,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296028,
